ags,chem_ammonia,chem_basic,chem_other,metal_nonfe,metal_steel_primary,metal_steel_secondary,miner_cement,miner_ceram,miner_chalk,miner_glas,other_food,other_further,other_paper,sum,count_chem_ammonia,count_chem_basic,count_chem_other,count_metal_nonfe,count_metal_steel_primary,count_metal_steel_secondary,count_miner_cement,count_miner_ceram,count_miner_chalk,count_miner_glas,count_other_food,count_other_further,count_other_paper,count_sum
05162024,0.0,0.0,0.0,621698.0,0.0,0.0,0.0,0.0,0.0,0.0,39170.0,0.0,146789.0,807657,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7
05166004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19645.0,0.0,0.0,0.0,0.0,0.0,19645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2
05170024,0.0,249630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249630,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
05170032,0.0,172845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172845,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
05170036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8856.0,0.0,0.0,0.0,0.0,0.0,8856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05170044,0.0,0.0,0.0,192074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192074,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
05314000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33393.0,0.0,0.0,0.0,33393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
05315000,597789.0,2713609.0,28628.0,0.0,0.0,0.0,0.0,0.0,0.0,157478.0,0.0,16946.0,0.0,3514450,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17
05316000,0.0,241105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241105,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
05334002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19390.0,0.0,0.0,19390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
05334016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76491.0,0.0,0.0,0.0,76491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
05334032,0.0,0.0,0.0,65167.0,0.0,0.0,0.0,0.0,0.0,112462.0,0.0,0.0,0.0,177629,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
05358008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17239.0,0.0,0.0,228747.0,245986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5
05358024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180683.0,0.0,0.0,180683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
05358028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208905.0,208905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
05362008,0.0,227956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05362024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5229.0,0.0,0.0,0.0,0.0,0.0,5229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05362028,0.0,47660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47661,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6
05362040,0.0,2466133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2466133,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
05366004,0.0,0.0,0.0,0.0,0.0,18639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18639,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05366016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88667.0,0.0,9329.0,97996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2
05366036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2663.0,2663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
05366044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260715.0,260715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
05370016,0.0,0.0,34464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34464,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05378004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45491.0,0.0,0.0,125111.0,170602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
05382004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22443.0,0.0,0.0,0.0,0.0,0.0,22443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05382024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11790.0,0.0,0.0,0.0,0.0,0.0,11790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05382044,0.0,32188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05382068,0.0,0.0,0.0,0.0,0.0,20893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20893,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05512000,0.0,0.0,0.0,0.0,0.0,431225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431225,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
05513000,0.0,19379.0,0.0,0.0,0.0,29085.0,0.0,0.0,25409.0,10916.0,0.0,0.0,40355.0,125144,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5
05515000,0.0,0.0,12939.0,0.0,0.0,0.0,0.0,9105.0,0.0,0.0,0.0,0.0,0.0,22044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
05554044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13389.0,0.0,0.0,13389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
05554056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3635.0,0.0,0.0,0.0,0.0,0.0,3635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05554068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33062.0,33062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
05558008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20091.0,0.0,0.0,20091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
05558032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17751.0,0.0,0.0,0.0,0.0,0.0,17751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05562004,0.0,136773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136773,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05562014,0.0,6705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245672.0,0.0,0.0,0.0,252377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3
05562024,0.0,569672.0,142146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711818,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
05566016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6302.0,0.0,0.0,0.0,0.0,0.0,6302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05566028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51613.0,0.0,0.0,51613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
05566040,0.0,0.0,0.0,0.0,0.0,0.0,1024071.0,0.0,0.0,0.0,0.0,0.0,0.0,1024071,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2
05566044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152410.0,0.0,0.0,0.0,0.0,152410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
05566072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13138.0,0.0,0.0,0.0,0.0,0.0,13138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05566076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25219.0,0.0,0.0,0.0,0.0,25219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
05566092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6700.0,0.0,0.0,0.0,0.0,0.0,6700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05570008,0.0,0.0,0.0,0.0,0.0,0.0,784415.0,0.0,0.0,0.0,0.0,0.0,0.0,784415,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2
05570020,0.0,0.0,0.0,0.0,0.0,0.0,492589.0,0.0,0.0,0.0,0.0,0.0,0.0,492589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05711000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11126.0,11126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
05754012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9506.0,0.0,36834.0,0.0,0.0,46340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
05754028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5690.0,0.0,5690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
05758024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3544.0,0.0,0.0,0.0,0.0,0.0,3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05762032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14548.0,0.0,0.0,0.0,12470.0,0.0,27018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
05762036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22014.0,0.0,0.0,34096.0,0.0,0.0,56110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2
05766036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18330.0,0.0,0.0,0.0,0.0,0.0,18330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05766040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45700.0,0.0,0.0,45700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
05770016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,0.0,0.0,0.0,0.0,0.0,6300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05770024,0.0,0.0,11319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05770028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13492.0,0.0,0.0,0.0,0.0,0.0,13492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05770040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9989.0,0.0,0.0,0.0,0.0,0.0,9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
05774032,0.0,0.0,0.0,0.0,0.0,0.0,260421.0,0.0,0.0,0.0,20049.0,0.0,0.0,280470,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3
05911000,0.0,0.0,0.0,0.0,0.0,228594.0,0.0,19354.0,0.0,0.0,0.0,16169.0,0.0,264117,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6
05913000,0.0,303620.0,0.0,0.0,0.0,74487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378107,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
05914000,0.0,0.0,0.0,0.0,0.0,128497.0,0.0,26106.0,0.0,0.0,0.0,0.0,103300.0,257903,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4
05915000,0.0,15441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05916000,0.0,200295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200295,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
05954016,0.0,0.0,0.0,0.0,0.0,3471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3471,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05954024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626.0,2626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
05954036,0.0,27048.0,0.0,0.0,0.0,63526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90574,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
05958004,0.0,58241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,217674.0,276382,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4
05958012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69237.0,0.0,0.0,24789.0,0.0,94026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
05958024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21442.0,0.0,0.0,24512.0,45954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2
05958044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2994.0,2994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
05962036,0.0,0.0,0.0,12531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12531,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05962040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838146.0,0.0,0.0,0.0,0.0,838146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
05966012,0.0,0.0,0.0,0.0,0.0,25802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05966016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13309.0,13309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
05966020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51979.0,0.0,0.0,0.0,0.0,51979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
05970024,0.0,0.0,0.0,0.0,0.0,43947.0,0.0,0.0,0.0,0.0,26279.0,0.0,0.0,70226,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4
05970040,0.0,0.0,0.0,0.0,0.0,153828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153828,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
05974016,0.0,0.0,0.0,0.0,0.0,0.0,1824538.0,0.0,121802.0,0.0,0.0,0.0,0.0,1946340,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5
05974020,0.0,0.0,0.0,0.0,0.0,0.0,920672.0,0.0,0.0,0.0,0.0,0.0,0.0,920672,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2
05974028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15770.0,0.0,15770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
05974044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147823.0,0.0,13319.0,0.0,0.0,161142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
05978004,0.0,0.0,37475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05978024,0.0,0.0,0.0,166918.0,0.0,0.0,0.0,0.0,0.0,55423.0,0.0,0.0,0.0,222341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
05978028,0.0,0.0,0.0,0.0,0.0,9957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9957,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
05978036,0.0,0.0,0.0,0.0,0.0,22445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
06412000,0.0,59355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,0.0,60663,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
06414000,0.0,0.0,0.0,0.0,0.0,0.0,200858.0,0.0,0.0,0.0,0.0,0.0,0.0,200858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
06431013,0.0,36137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36137,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
06432014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
06432023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12348.0,0.0,12348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
06435014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23326.0,0.0,23326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
06438004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9091.0,0.0,0.0,0.0,0.0,0.0,9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
06440016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13801.0,13801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
06531017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15554.0,0.0,0.0,0.0,0.0,0.0,15554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
06532006,0.0,0.0,0.0,0.0,0.0,27083.0,0.0,0.0,0.0,3796.0,0.0,0.0,0.0,30879,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
06532023,0.0,0.0,0.0,0.0,0.0,139981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139981,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
06533013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289205.0,0.0,0.0,0.0,0.0,289205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
06611000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16309.0,0.0,16309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
06631009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176651.0,176651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
06631011,0.0,0.0,0.0,0.0,0.0,0.0,135031.0,0.0,70520.0,0.0,0.0,0.0,0.0,205551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2
06631018,47832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47832,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
06632009,190480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190480,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
06632016,310310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310310,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
06634025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42092.0,0.0,0.0,42092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
06635008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81014.0,81014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
